Id,Condition,Sex,Centroid Size,Log Centroid Size,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15
H_017F-WING,hypoxia,F,2.298887815,0.8324254471,0.56631,1.31452,0.59469,1.40869,0.58179,1.49383,0.73272,1.57123,0.75207,1.52608,0.774,1.36225,0.80883,1.201,0.9933,1.32097,1.00491,1.37902,1.33516,1.35322,1.36096,1.49383,1.75312,0.77013,2.18269,0.92106,2.19817,1.09263,1.67443,1.61509
H_019F-WING,hypoxia,F,2.283715405,0.8258036802,1.72732,1.92727,1.62283,1.95307,1.56091,2.02789,1.40869,1.95823,1.43707,1.91179,1.55059,1.78279,1.66798,1.66024,1.44739,1.5751,1.38934,1.59832,1.21777,1.33645,1.08618,1.41127,1.40611,0.67596,1.03716,0.41409,0.87849,0.52116,0.79335,1.23583
H_020M-WING,hypoxia,M,2.110973208,0.7471490771,0.73014,0.93525,0.7095,1.03329,0.6579,1.08618,0.71724,1.22809,0.75336,1.19842,0.86688,1.09134,0.97395,0.98169,1.06038,1.17649,1.03458,1.22809,1.29259,1.38418,1.24357,1.51447,1.91953,1.1752,2.14786,1.52995,2.03692,1.67959,1.39966,1.77505
H_021M-WING,hypoxia,M,1.988751467,0.6875070382,1.48738,0.78948,1.56349,0.83721,1.64218,0.83334,1.67959,0.97524,1.64089,0.98298,1.49254,0.96879,1.34161,0.97911,1.41772,1.14811,1.46545,1.17133,1.37773,1.45771,1.49899,1.50157,0.80754,1.69507,0.87462,2.08852,1.03974,2.12851,1.55317,1.79053
H_022F-WING,hypoxia,F,2.191380319,0.7845316281,1.0707,0.7482,0.99201,0.82044,0.90429,0.82044,0.88236,0.98298,0.92622,0.98427,1.09134,0.95589,1.24615,0.92622,1.19971,1.14294,1.15198,1.1752,1.28227,1.46416,1.15456,1.51189,1.92211,1.66153,1.93114,2.08465,1.75699,2.14786,1.14036,1.86148
H_023M-WING,hypoxia,M,1.989192619,0.6877288372,1.55446,1.88083,1.46029,1.88212,1.39708,1.92985,1.28872,1.8331,1.31839,1.80343,1.44094,1.717,1.57123,1.64734,1.40224,1.54156,1.35193,1.55317,1.25518,1.26808,1.14036,1.30162,1.57381,0.75465,1.30807,0.46053,1.15972,0.50955,0.91203,1.10424
H_024F-WING,hypoxia,F,2.243683423,0.8081189006,1.50028,1.94533,1.56865,1.88341,1.66282,1.88728,1.68733,1.717,1.63702,1.71313,1.47706,1.7428,1.30549,1.75054,1.36741,1.52608,1.41772,1.50028,1.29388,1.19713,1.43191,1.15456,0.63984,0.97653,0.66693,0.5547,0.83592,0.49149,1.45771,0.81399
H_026F-WING,hypoxia,F,2.140385625,0.7609860114,1.16101,0.68757,1.2526,0.71466,1.33645,0.6837,1.42546,0.81786,1.3816,0.83592,1.22809,0.86301,1.07457,0.93396,1.21906,1.09392,1.27453,1.0965,1.29646,1.41901,1.41256,1.4203,0.85527,1.86793,1.04361,2.23558,1.22035,2.21881,1.59316,1.71055
H_027F-WING,hypoxia,F,2.202824291,0.7897403057,0.62952,1.52221,0.67983,1.59961,0.68112,1.68862,0.85269,1.717,0.85785,1.6654,0.84108,1.50931,0.84495,1.33129,1.03716,1.41643,1.06167,1.4719,1.39063,1.35064,1.44094,1.48738,1.59961,0.71853,2.03434,0.774,2.08594,0.94428,1.74796,1.52866
H_028M-WING,hypoxia,M,2.018900948,0.7025532782,1.79569,0.9417,1.71958,0.89268,1.68088,0.82044,1.53253,0.8514,1.54285,0.88881,1.61638,1.03071,1.69249,1.17262,1.48351,1.18552,1.44223,1.14165,1.22551,1.33516,1.13778,1.24486,1.25131,1.96081,0.85398,2.07046,0.74304,1.9234,0.84237,1.3171
H_029M-WING,hypoxia,M,1.965424148,0.6757080732,1.55317,1.88599,1.61251,1.81633,1.68733,1.7944,1.69765,1.64863,1.65121,1.65508,1.50157,1.69249,1.3687,1.74796,1.38676,1.54672,1.43836,1.51705,1.28227,1.25131,1.39063,1.19842,0.69531,1.15585,0.65919,0.77142,0.81915,0.68757,1.38289,0.903
H_030M-WING,hypoxia,M,1.852161459,0.6163533135,0.74691,1.18681,0.80238,1.12488,0.79464,1.04748,0.9288,1.01652,0.93783,1.05522,0.93783,1.20229,0.93009,1.33774,1.09263,1.26163,1.1094,1.2139,1.36354,1.2913,1.39579,1.18423,1.59832,1.81117,1.97887,1.77247,2.01112,1.61767,1.67701,1.1352
H_032M-WING,hypoxia,M,2.067460846,0.7263212097,1.65508,1.79698,1.71442,1.72216,1.79698,1.70281,1.7944,1.55317,1.74796,1.55962,1.60477,1.60993,1.45384,1.65379,1.47706,1.45513,1.51189,1.42159,1.34032,1.16617,1.44481,1.10295,0.70563,1.09908,0.63339,0.70176,0.79077,0.61146,1.40095,0.77916
H_033M-WING,hypoxia,M,2.066047539,0.7256373805,1.80085,0.85527,1.84471,0.93783,1.92598,0.97266,1.88599,1.1223,1.83955,1.10424,1.72216,1.01394,1.58671,0.93912,1.54285,1.14681,1.5751,1.18423,1.36225,1.37902,1.4461,1.47319,0.73659,1.30678,0.56502,1.717,0.70434,1.82794,1.32613,1.77634
H_035F-WING,hypoxia,F,2.215875243,0.795647469,1.43191,2.0266,1.33129,2.02015,1.2526,2.04853,1.14294,1.92469,1.1881,1.8976,1.33774,1.84729,1.48222,1.7686,1.33645,1.61509,1.27711,1.61509,1.2397,1.28743,1.09908,1.3042,1.69249,0.80496,1.46029,0.42312,1.28227,0.45795,0.90945,1.01652
H_036F-WING,hypoxia,F,2.166269403,0.7730065188,0.67854,1.59961,0.7353,1.67185,0.75723,1.75441,0.91332,1.77634,0.91461,1.72603,0.88494,1.56865,0.87333,1.41772,1.07844,1.46158,1.10424,1.50673,1.38418,1.38289,1.44223,1.49125,1.57768,0.74175,2.00209,0.73143,2.06272,0.90429,1.7686,1.49383
H_037F-WING,hypoxia,F,2.160041249,0.7701273184,0.66822,1.13907,0.67596,1.23841,0.64371,1.31839,0.75723,1.43062,0.78819,1.38676,0.86817,1.23841,0.93396,1.11198,1.0707,1.25905,1.05522,1.32742,1.35967,1.39966,1.35451,1.53769,1.91566,0.99975,2.23429,1.2526,2.18785,1.42417,1.59316,1.73506
H_038M-WING,hypoxia,M,2.009017388,0.6976457411,1.28485,1.92727,1.19842,1.87954,1.11456,1.89373,1.0578,1.75312,1.10037,1.7428,1.2526,1.72474,1.39579,1.71829,1.31452,1.53511,1.25776,1.51576,1.29775,1.21648,1.17004,1.18681,1.81117,0.9288,1.70023,0.52116,1.52221,0.50826,1.0707,0.91203
H_039M-WING,hypoxia,M,2.06903595,0.7270827743,0.71982,1.12359,0.78561,1.05651,0.78432,0.97653,0.93009,0.94428,0.93525,0.98556,0.91719,1.14423,0.89526,1.29259,1.08618,1.22938,1.11069,1.18036,1.39063,1.29388,1.45126,1.17907,1.59187,1.90921,2.02015,1.88212,2.07691,1.71571,1.76473,1.15714
H_041M-WING,hypoxia,M,2.035043504,0.7105171966,0.79206,1.78666,0.75852,1.70926,0.68886,1.66669,0.72885,1.5235,0.77142,1.54414,0.9159,1.62154,1.01007,1.72603,1.06038,1.52608,1.032,1.47061,1.24744,1.30162,1.16101,1.21003,1.88857,1.40095,2.07175,1.02555,1.94533,0.903,1.27969,0.92751
H_042F-WING,hypoxia,F,2.341460066,0.8507746946,1.72216,0.71337,1.78924,0.79851,1.88728,0.81657,1.86922,1.00878,1.81246,0.99459,1.65379,0.92751,1.50544,0.87978,1.49125,1.11069,1.53898,1.15327,1.35064,1.42159,1.459,1.52221,0.6321,1.49512,0.54438,1.93759,0.6966,2.03047,1.3816,1.85245
H_043F-WING,hypoxia,F,2.113130752,0.7481706166,1.82794,1.65637,1.83697,1.56994,1.89373,1.50931,1.79956,1.37644,1.76086,1.41127,1.68088,1.54156,1.58026,1.65895,1.47964,1.48351,1.4977,1.42417,1.2139,1.32226,1.2526,1.19584,0.62436,1.62025,0.33282,1.32871,0.40506,1.17133,1.03458,0.9546
H_044M-WING,hypoxia,M,1.949970752,0.6678143735,1.84471,1.18294,1.83181,1.26421,1.88083,1.32355,1.76602,1.43062,1.74667,1.39321,1.68991,1.26163,1.61509,1.14036,1.47964,1.28356,1.48996,1.33387,1.21777,1.3945,1.23454,1.5106,0.74433,1.05135,0.4257,1.27969,0.47859,1.44094,0.99459,1.70926
H_045M-WING,hypoxia,M,2.049382257,0.7175384097,1.6525,1.94791,1.55059,1.95694,1.49125,2.01628,1.36354,1.92727,1.39192,1.88857,1.52221,1.80859,1.64605,1.70152,1.46287,1.60219,1.40611,1.6138,1.28743,1.36483,1.15456,1.3945,1.57123,0.78819,1.24486,0.51471,1.08231,0.59598,0.92364,1.21132
H_046M-WING,hypoxia,M,2.00561984,0.6959531603,1.9363,1.04361,1.92985,1.14294,1.99822,1.201,1.89631,1.31839,1.86535,1.28485,1.78279,1.1623,1.71055,1.03458,1.59961,1.19584,1.6138,1.25002,1.30936,1.35451,1.35064,1.47706,0.80367,1.04103,0.50439,1.33516,0.57792,1.48093,1.16359,1.69249
H_047F-WING,hypoxia,F,2.006337367,0.6963108542,0.83721,1.75828,0.79722,1.6783,0.72369,1.6396,0.76626,1.49254,0.80754,1.51189,0.92622,1.59574,1.05522,1.6654,1.09521,1.46287,1.06038,1.42288,1.27453,1.21906,1.19584,1.11327,1.8718,1.30033,2.03434,0.91848,1.90405,0.81141,1.28614,0.84366
H_048F-WING,hypoxia,F,2.233223079,0.803445869,0.68757,1.68733,0.76368,1.74925,0.78819,1.82794,0.94041,1.83955,0.93783,1.78279,0.8901,1.63315,0.84237,1.47448,1.0707,1.48609,1.10811,1.53124,1.37773,1.35838,1.46803,1.46674,1.45255,0.67983,1.88986,0.61533,1.9879,0.7611,1.80085,1.42933
H_049M-WING,hypoxia,M,2.019151927,0.7026775852,1.82278,1.58284,1.76602,1.64218,1.76344,1.71829,1.61122,1.74151,1.61122,1.69378,1.64218,1.55059,1.66669,1.4074,1.46545,1.44094,1.43836,1.49125,1.16875,1.36612,1.09908,1.47577,1.02942,0.77142,0.61662,0.75336,0.5418,0.91848,0.81141,1.48996
H_050F-WING,hypoxia,F,2.146520458,0.7638481394,1.3042,1.97887,1.38805,1.95178,1.4719,1.96468,1.53769,1.81762,1.48996,1.80085,1.3429,1.78795,1.17907,1.76086,1.2913,1.57639,1.34935,1.56091,1.30549,1.26292,1.43965,1.22938,0.73917,0.89913,0.86043,0.49278,1.03845,0.4773,1.54414,0.93267
H_053F-WING,hypoxia,F,2.23666251,0.8049848038,1.07586,1.93372,1.0062,1.86535,0.91848,1.846,0.91848,1.68088,0.96492,1.68862,1.12488,1.72861,1.27711,1.76989,1.2526,1.55962,1.20874,1.51447,1.37128,1.24228,1.26034,1.16101,2.05369,1.12359,2.10658,0.67983,1.94017,0.59469,1.29388,0.83205
H_054M-WING,hypoxia,M,2.000400782,0.6933475514,1.52608,0.87075,1.4332,0.87333,1.3687,0.8256,1.25518,0.92622,1.28872,0.95589,1.42159,1.03845,1.54672,1.11585,1.39192,1.22293,1.33903,1.21003,1.2526,1.50802,1.13649,1.47319,1.59703,2.00209,1.33258,2.31557,1.16359,2.25106,0.92364,1.68604
H_056F-WING,hypoxia,F,2.252378604,0.8119868151,1.77247,0.8127,1.67959,0.77658,1.6267,0.69402,1.45513,0.75207,1.47577,0.80367,1.58542,0.93912,1.69636,1.06941,1.47448,1.11198,1.41643,1.0707,1.18165,1.34935,1.05522,1.26421,1.3042,2.02144,0.89268,2.17624,0.7611,2.0524,0.75981,1.39708
H_057M-WING,hypoxia,M,2.047027069,0.7163885304,0.97524,1.93888,1.06167,1.96081,1.11972,2.01241,1.25002,1.94275,1.22809,1.90534,1.11585,1.79827,1.00362,1.68862,1.1881,1.61251,1.24357,1.63444,1.39708,1.35709,1.51189,1.40998,1.18036,0.78561,1.51963,0.5547,1.6654,0.64629,1.75957,1.27711
H_058M-WING,hypoxia,M,1.9657297,0.6758635248,1.06425,1.88083,0.99201,1.81891,0.91848,1.81762,0.88881,1.67701,0.93138,1.67443,1.07844,1.69378,1.21777,1.69507,1.16746,1.51834,1.12101,1.49512,1.22809,1.22422,1.11843,1.17391,1.80343,1.04748,1.78537,0.64629,1.62154,0.58824,1.07844,0.88623
H_059M-WING,hypoxia,M,1.935238647,0.6602306507,1.87696,1.70152,1.88083,1.61122,1.9363,1.56349,1.86535,1.43707,1.83697,1.46416,1.73893,1.57768,1.64347,1.68088,1.56478,1.50415,1.58929,1.46287,1.33129,1.32871,1.37902,1.21777,0.7869,1.56349,0.53019,1.24357,0.62952,1.10037,1.22035,0.98169
H_060F-WING,hypoxia,F,2.224328527,0.7994550846,1.18423,0.71466,1.28227,0.76368,1.36999,0.71724,1.46416,0.85656,1.41643,0.8772,1.25002,0.91848,1.07715,0.96363,1.21777,1.13907,1.28614,1.14681,1.28098,1.49383,1.43965,1.50415,0.74562,1.8976,0.94428,2.30267,1.12488,2.30009,1.58671,1.76344
H_061F-WING,hypoxia,F,2.069742714,0.7274243066,0.69402,1.04232,0.69144,1.13778,0.62178,1.19713,0.72627,1.3171,0.75594,1.28872,0.83076,1.16101,0.94041,1.05651,1.03458,1.21132,1.0191,1.26163,1.29904,1.36612,1.27582,1.48996,1.86664,1.04748,2.15818,1.35709,2.09497,1.5106,1.47577,1.71958
H_062F-WING,hypoxia,F,2.236060622,0.8047156666,1.94662,1.69378,1.86535,1.76731,1.86148,1.86406,1.67701,1.86019,1.68217,1.81246,1.72603,1.64734,1.76086,1.48867,1.53898,1.50544,1.50157,1.55575,1.23454,1.40869,1.13649,1.5235,1.12488,0.73272,0.68112,0.68112,0.5934,0.84108,0.81657,1.49383
H_063M-WING,hypoxia,M,1.972690546,0.6793983703,0.72885,1.64089,0.72111,1.5493,0.67467,1.48738,0.76626,1.37128,0.79206,1.40611,0.87075,1.52737,0.95073,1.6396,1.06167,1.47448,1.04748,1.41901,1.33774,1.3042,1.30549,1.18552,1.84729,1.58155,2.11819,1.29388,2.04079,1.14036,1.48609,0.97008
H_064M-WING,hypoxia,M,2.029867405,0.707970473,0.94041,1.88857,0.87075,1.82278,0.7998,1.79956,0.80109,1.66153,0.84753,1.66798,0.9675,1.71442,1.12101,1.73248,1.10166,1.54801,1.06038,1.52479,1.22422,1.26163,1.13778,1.18939,1.83181,1.15585,1.89373,0.75723,1.73119,0.6837,1.1352,0.89784
H_065M-WING,hypoxia,M,1.971145887,0.6786150419,1.37773,1.99435,1.29001,1.9621,1.21132,1.98919,1.13391,1.84987,1.17907,1.83439,1.31968,1.80343,1.44739,1.76473,1.34032,1.60348,1.29388,1.6009,1.29646,1.30807,1.17778,1.30033,1.74538,0.9546,1.59832,0.57147,1.41385,0.57405,1.032,1.02297
H_067M-WING,hypoxia,M,1.962477471,0.6742076907,0.65403,1.44481,0.70692,1.36741,0.70692,1.28743,0.82818,1.23067,0.83979,1.27453,0.84753,1.42546,0.85527,1.5622,1.032,1.48351,1.05006,1.42933,1.32742,1.47964,1.36612,1.35967,1.60606,2.02144,2.00596,1.92985,2.02273,1.75828,1.64089,1.28227
H_068F-WING,hypoxia,F,2.102054956,0.7429154168,1.26292,0.89139,1.34677,0.94815,1.42546,0.92493,1.49512,1.06038,1.44997,1.0707,1.29259,1.09263,1.13391,1.11585,1.24228,1.29001,1.3042,1.30033,1.26808,1.60606,1.39579,1.63702,0.71853,1.97242,0.85656,2.35814,1.02426,2.38136,1.50673,1.93888
H_069F-WING,hypoxia,F,2.115417128,0.7492520165,0.98943,2.07562,1.08618,2.06917,1.15972,2.10529,1.26937,2.0008,1.23325,1.96855,1.09005,1.91179,0.95073,1.82278,1.11327,1.67185,1.17004,1.68733,1.23841,1.39708,1.36225,1.4461,0.85398,0.86559,1.10811,0.54438,1.28614,0.58695,1.56994,1.18552
H_070F-WING,hypoxia,F,2.266543813,0.818256122,0.58695,1.7815,0.59985,1.66927,0.54051,1.6009,0.65016,1.47061,0.67725,1.50931,0.77013,1.65637,0.84366,1.80085,0.98556,1.61896,0.9675,1.55317,1.28743,1.44481,1.25002,1.30549,1.87825,1.80085,2.21107,1.50544,2.15044,1.32613,1.49641,1.06554
H_071M-WING,hypoxia,M,1.982560009,0.6843889435,1.16746,0.92364,1.08747,0.96492,1.0062,0.94944,0.9546,1.08876,0.99588,1.10037,1.14423,1.11198,1.28872,1.12359,1.19971,1.30162,1.15069,1.3171,1.19713,1.588,1.08489,1.62154,1.72861,1.89889,1.63573,2.2846,1.46932,2.30654,1.00104,1.91695
H_072F-WING,hypoxia,F,2.275810779,0.8223363753,0.80754,0.91719,0.92493,0.91203,0.97911,0.8256,1.13649,0.90687,1.09908,0.9546,0.97395,1.07328,0.83979,1.17778,1.05264,1.28227,1.11456,1.25131,1.28614,1.57252,1.41385,1.48351,1.0062,2.18785,1.39966,2.4665,1.54285,2.3633,1.68475,1.66927
H_073F-WING,hypoxia,F,2.200839332,0.788838802,1.15714,2.10271,1.06683,2.05756,0.97911,2.06401,0.9159,1.91824,0.96105,1.9105,1.1223,1.89631,1.28356,1.87696,1.17649,1.69507,1.11843,1.67959,1.16617,1.35322,1.02813,1.32613,1.75054,0.99975,1.64605,0.58824,1.46803,0.56244,0.92493,1.00749
H_074M-WING,hypoxia,M,2.100422065,0.742138308,1.23583,2.10787,1.14552,2.07949,1.06296,2.08723,0.98298,1.95307,1.03071,1.93759,1.18165,1.91437,1.33774,1.87696,1.22035,1.69765,1.1623,1.69249,1.17778,1.38418,1.04748,1.38418,1.67572,0.98427,1.51963,0.60114,1.35451,0.61662,0.90687,1.09134
H_077F-WING,hypoxia,F,2.183846939,0.7810879726,0.63597,1.2784,0.70047,1.20874,0.70047,1.11198,0.87333,1.09779,0.87333,1.1494,0.84753,1.30936,0.83463,1.46545,1.04619,1.42159,1.07715,1.36225,1.33903,1.48351,1.40095,1.36741,1.54027,2.12206,1.98919,2.12464,2.03692,1.97887,1.75441,1.37515
H_078M-WING,hypoxia,M,1.953326354,0.6695337417,0.66306,1.27066,0.72627,1.20487,0.74175,1.12746,0.88752,1.10166,0.88494,1.14811,0.85914,1.30291,0.82689,1.43836,1.00878,1.38934,1.04619,1.34161,1.3171,1.46158,1.38676,1.34935,1.41772,2.03692,1.86277,2.03434,1.92598,1.88083,1.67443,1.3429
H_079M-WING,hypoxia,M,2.007287949,0.6967845319,0.63855,1.39966,0.66822,1.48351,0.66048,1.56349,0.77916,1.62928,0.80109,1.58671,0.83076,1.44352,0.85656,1.30291,1.01652,1.41127,1.02297,1.46287,1.32226,1.44223,1.34161,1.56607,1.71571,0.97137,2.0782,1.12488,2.06788,1.28227,1.60735,1.69378
H_07M-WING,hypoxia,-,2.077983957,0.7313981723,0.76497,1.07715,0.82431,1.0191,0.8514,0.93912,1.00233,0.93783,1.00233,0.98169,0.95718,1.13649,0.90816,1.27969,1.10811,1.25389,1.14294,1.20874,1.41256,1.37128,1.47706,1.26292,1.48867,2.00209,1.91824,2.05369,1.99435,1.90405,1.79053,1.2784
H_080M-WING,hypoxia,M,2.039214393,0.7125646324,0.81657,1.03071,0.7869,1.11972,0.72756,1.16617,0.78045,1.30936,0.81786,1.28743,0.94815,1.19197,1.06167,1.09908,1.11327,1.2913,1.08231,1.33774,1.33,1.53898,1.25002,1.64992,1.91308,1.3945,2.11045,1.76731,1.99306,1.8976,1.36354,1.92469
H_081F-WING,hypoxia,F,2.213502131,0.7945759361,1.32871,2.04337,1.41772,1.98532,1.49641,1.99435,1.57252,1.85245,1.52479,1.83955,1.35193,1.82536,1.1881,1.81762,1.29259,1.61767,1.36096,1.60348,1.32097,1.27582,1.46545,1.26034,0.74562,0.89784,0.88623,0.48633,1.07715,0.47859,1.56865,0.94299
H_083M-WING,hypoxia,M,1.850663983,0.6155444847,0.71337,1.14165,0.71466,1.22938,0.67725,1.29001,0.73014,1.40095,0.76497,1.37515,0.85398,1.26163,0.91848,1.15456,1.02942,1.32871,1.01652,1.3816,1.26034,1.50028,1.19971,1.59961,1.73377,1.22938,2.01628,1.52221,1.93372,1.67701,1.38805,1.83439
H_084M-WING,hypoxia,M,1.859430869,0.6202704566,1.22164,0.88881,1.30033,0.91719,1.36225,0.88752,1.44223,0.99459,1.4074,1.01652,1.27324,1.05264,1.13391,1.09521,1.25647,1.23454,1.30936,1.23583,1.31581,1.51189,1.42804,1.50931,0.87591,1.89373,1.06554,2.23429,1.22293,2.21107,1.57639,1.74796
H_085M-WING,hypoxia,M,1.954636789,0.6702043907,1.83181,1.74796,1.75957,1.8073,1.73893,1.88212,1.59445,1.88212,1.60348,1.83697,1.64218,1.70023,1.68604,1.56349,1.49899,1.58929,1.4719,1.62799,1.21777,1.48351,1.15198,1.5751,1.13004,0.87849,0.74562,0.82431,0.66177,0.97524,0.87075,1.55446
H_086M-WING,hypoxia,M,2.078960346,0.7318679351,1.05393,0.86817,1.14811,0.88107,1.21777,0.84624,1.32355,0.93912,1.29388,0.97137,1.15714,1.04361,1.0191,1.10166,1.18036,1.25518,1.23454,1.24099,1.3042,1.51834,1.42804,1.47964,0.93654,2.07949,1.19326,2.36588,1.36354,2.31686,1.6525,1.75441
H_087F-WING,hypoxia,F,2.290794122,0.8288985357,0.95202,0.83076,0.87978,0.91461,0.79851,0.93267,0.78432,1.09263,0.83334,1.0836,0.98943,1.0449,1.15069,0.99201,1.12746,1.22035,1.07973,1.25776,1.23841,1.5364,1.11456,1.60864,1.9492,1.66927,2.01499,2.10916,1.84084,2.20978,1.13262,1.95565
H_088M-WING,hypoxia,M,2.117925037,0.7504368533,1.77247,1.98145,1.67314,2.00854,1.62025,2.0653,1.48738,2.01757,1.50673,1.97887,1.61122,1.86148,1.71571,1.7428,1.51189,1.68217,1.46287,1.71184,1.28356,1.44997,1.16488,1.51576,1.45255,0.80883,1.07844,0.61146,0.93912,0.72111,0.88494,1.38289
H_089F-WING,hypoxia,F,2.407139578,0.8784391454,0.6321,1.06167,0.70692,0.99459,0.73401,0.90429,0.89913,0.89526,0.89526,0.94944,0.84366,1.11327,0.78561,1.28098,1.03071,1.26163,1.06683,1.20745,1.38031,1.40482,1.46932,1.26808,1.48351,2.12335,1.9621,2.18656,2.06014,2.01628,1.80601,1.29001
H_090M-WING,hypoxia,M,2.162178352,0.7711162099,1.75183,0.92493,1.79569,1.00749,1.87825,1.03845,1.8331,1.18939,1.79182,1.17262,1.65121,1.10424,1.5235,1.01523,1.48996,1.22938,1.52479,1.27066,1.29517,1.4977,1.38676,1.6009,0.63468,1.42933,0.47859,1.83181,0.62049,1.96597,1.30678,1.90921
H_091M-WING,hypoxia,M,2.034572054,0.7102855041,1.81762,1.0965,1.84084,1.18165,1.91179,1.23712,1.83955,1.38031,1.79827,1.34935,1.68991,1.24615,1.59445,1.13391,1.51189,1.33774,1.54027,1.38805,1.27969,1.56349,1.35967,1.66669,0.71208,1.39579,0.48246,1.73377,0.59211,1.86664,1.20229,1.95307
H_092F-WING,hypoxia,F,2.306015978,0.8355213505,1.10166,0.71466,1.20229,0.73659,1.27969,0.68886,1.39063,0.80625,1.35193,0.83592,1.19713,0.91074,1.04748,0.96621,1.21261,1.1352,1.27582,1.12488,1.32484,1.47448,1.47061,1.4461,0.88752,2.00209,1.12488,2.39426,1.30291,2.35556,1.66153,1.71958
H_093F-WING,hypoxia,F,2.179448264,0.7790717551,1.38418,0.79077,1.46803,0.84495,1.55833,0.82947,1.61509,0.97782,1.56736,0.98814,1.40611,0.98814,1.23712,0.98814,1.33258,1.19197,1.3945,1.21132,1.32226,1.52737,1.46416,1.57639,0.72498,1.82665,0.81399,2.26009,0.99975,2.29105,1.55317,1.87309
H_094M-WING,hypoxia,M,2.089582559,0.7369643136,1.64605,0.88623,1.55446,0.86172,1.50157,0.80754,1.37128,0.86817,1.39579,0.90687,1.4977,1.01265,1.61251,1.12101,1.41901,1.1881,1.37386,1.16359,1.21777,1.42546,1.10037,1.36096,1.41385,2.05369,1.05264,2.28589,0.90558,2.17624,0.81657,1.52737
H_095F-WING,hypoxia,F,2.139993628,0.7608028512,0.82302,1.12875,0.90687,1.07715,0.93396,0.99975,1.09521,1.00749,1.08618,1.05264,1.02297,1.19713,0.95202,1.32871,1.18423,1.34419,1.22035,1.29904,1.45513,1.47061,1.5106,1.35451,1.51189,2.13496,1.91695,2.23171,2.03563,2.08723,1.88341,1.42675
H_096M-WING,hypoxia,M,2.115609092,0.749342758,0.63081,1.74022,0.63984,1.65379,0.60372,1.57897,0.70176,1.45771,0.73014,1.49641,0.80625,1.64218,0.87204,1.79053,1.00749,1.61638,1.00233,1.55704,1.31194,1.47835,1.26034,1.35064,1.83439,1.85632,2.16592,1.57123,2.09626,1.39192,1.51318,1.13391
H_097M-WING,hypoxia,M,2.078647669,0.7317175231,2.03434,1.39708,2.00596,1.4848,2.02918,1.56349,1.90276,1.64218,1.88341,1.59574,1.84987,1.44481,1.83955,1.30033,1.64347,1.40869,1.6396,1.47061,1.32742,1.46158,1.33258,1.59187,0.91719,0.96234,0.55212,1.13649,0.57276,1.31968,1.0449,1.73377
H_099M-WING,hypoxia,M,2.095969624,0.7400162739,1.63831,2.0395,1.54543,2.05369,1.48738,2.09497,1.36483,2.03176,1.39192,1.99951,1.50415,1.89502,1.62283,1.80343,1.43965,1.70023,1.38934,1.717,1.26163,1.46029,1.15972,1.51963,1.51705,0.85914,1.201,0.57018,1.04877,0.65016,0.89268,1.32097
H_100M-WING,hypoxia,M,2.052022213,0.7188257523,0.63339,1.30162,0.6837,1.22164,0.67596,1.13133,0.82044,1.09521,0.82689,1.13907,0.83076,1.29646,0.80754,1.4461,1.00749,1.37128,1.02942,1.31968,1.31323,1.39708,1.34548,1.26421,1.56865,1.98274,1.98274,1.91308,2.03563,1.72861,1.65121,1.18939
